id;naissanceDate;naissanceLieu;profession;classe;matricule;engageVolontaire;engageAnnee;uniteAffectation;decesLieu;decesDepartement;decesAge;residenceCanton;residenceCommune;residenceAdresse;grade;lieuSepulture;matriculeArme
11901;25/01/1890;Campbon;;;2201;;;168 Régiment d'infanterie;Bois-le-Prêtre;Meurthe-et-Moselle;25;Savenay;Campbon;Coutable;Soldat;;1
11902;30/09/1897;Guenrouët;;1917;1813;;;93 Régiment d'infanterie;Cerny en Laonnois;Aisne;19;Saint-Gildas-des-Bois;Guenrouët;;Soldat;;1
11903;08/11/1891;Grand-Auverné;;1911;900;;;137 Régiment d'infanterie;Mailly Mallet;Somme;22;Saint-Julien-de-Vouvantes;Chapelle-Glain, La ;;Caporal;;1
11904;28/01/1894;Grigonnais, La;;1914;;;;33 Régiment d'infanterie coloniale;Bois du Grand Chêne;Meuse;24;Nozay;Vay;;Soldat;;1
11905;11/07/1888;Vay;;1908;;;;93 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;27;Nozay;Vay;;Caporal;;1
11906;11/10/1877;Erbray;;;;;;82 Régiment d'infanterie territoriale;Compiègne;Oise;37;;Rougé;;Sergent;Nécropole Nationale Royallieu - Compiegne;1
11907;17/10/1882;Saffré;laboureur;1902;871;;;147 Régiment d'infanterie;Tahure;Marne;33;Nozay;Saffré;;Soldat;Nécropole Nationale Mont Frenet - La Cheppe;1
11908;25/09/1896;Puceul;;;;;;47 Régiment d'infanterie;Le Quesnel - Ambulance n°12 - Secteur 75;Somme;20;;Puceul;;Soldat;;1
11909;02/11/1886;Saffré;laboureur;1906;1027;;;264 Régiment d'infanterie;Estrées;Somme;30;Nozay;Saffré;;Sergent;;1
11910;11/09/1891;Blain;;;;;;137 Régiment d'infanterie;Chaumont Saint Quentin;Ardennes;23;;Blain;;Soldat;;1
11911;22/09/1889;Issé;;;;;;77 Régiment d'infanterie;Sud d'Arras;Pas-de-Calais;25;;Saint-Vincent-des-Landes;;Soldat;Nécropole Nationale La Targette - Neuville Saint Vaast;1
11912;28/04/1880;Saint-Vincent-des-Landes;;;;;;64 Régiment d'infanterie;Tahure;Marne ;35;;Saint-Vincent-des-Landes;;Soldat;;1
11913;02/11/1878;Saint-Vincent-des-Landes;;;;;;91 Régiment d'infanterie;Bois Bolante;Meuse;36;;Saint-Vincent-des-Landes;;Soldat;;1
11914;27/10/1896;Saint-Vincent-des-Landes;;;;;;410 Régiment d'infanterie;Montecouvé;Aisne;21;;Saint-Vincent-des-Landes;;Soldat;;1
11915;02/01/1893;Abbaretz;cultivateur;;;;;77 Régiment d'infanterie;Souchez   ;Pas-de-Calais;22;;Abbaretz;;Soldat;;1
11916;06/04/1881;Abbaretz;cultivateur;;;;;64 Régiment d'infanterie;Urvillers;Aisne;36;;Abbaretz;;Soldat;Nécropole Nationale Saint Quentin;1
11917;25/11/1879;Saint-Vincent-des-Landes;;1899;1834;;;264 Régiment d'infanterie;Tracy-le-Mont;Oise;35;Derval;Derval;;Soldat;Nécropole Nationale Tracy le Mont;1
11918;10/08/1898;Jans;;1918;849;;;151 Régiment d'infanterie;Soissons;Aisne;20;Derval;Jans;;Soldat;;1
11919;21/12/1896;Chapelle-sur-Erdre, La;charron;1916;2767;;;26 Régiment d'artillerie;Chapelle-sur-Erdre, La;Loire Inférieure;21;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;Carré Militaire de la Chapelle-sur-Erdre;1
11920;20/11/1897;Chapelle-sur-Erdre, La;cultivateur;1917;2582;;;93 Régiment d'infanterie;Rennes;Ille-et-Vilaine;21;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;;1
11921;13/06/1888;Chapelle-sur-Erdre, La;charron;1908;1115;;;3 Groupe cycliste;Zuydcoote;Nord;29;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;Carré Militaire de la Chapelle-sur-Erdre;1
11922;05/04/1887;Meilleraye-de-Bretagne, La;domestique;1907;467;;;64 Régiment d'infanterie;Ecury-le-Repos;Marne;27;Nozay;Abbaretz;;Soldat;;1
11923;10/03/1889;Nozay;;1909;864;;;64 Régiment d'infanterie;Douaumont - Combats de Verdun;Meuse;27;Saint-Julien-de-Vouvantes;Erbray;;Soldat;Nécropole Nationale Douaumont - Fleury devant Douaumont;1
11924;06/02/1876;Malville;;;;;;293 Régiment d'infanterie;Fleury - Combats de Verdun;Meuse;40;;Malville;;Soldat;Nécropole Nationale Bras sur Meuse;1
11925;;;;;;;;;;;;;Nantes;;;;0
11926;;;;;;;;;;;;;Nantes;;;;1
11927;1884;;;1904;;;;132 Régiment d'infanterie;Eparges, Les;Meuse;31;Derval;Derval;;Soldat;;0
11928;19/05/1878;Jallais;;;;;;319 Régiment d'infanterie;Fontenoy;Aisne;37;;Nantes;;Soldat;Nécropole Nationale Bois Roger - Ambleny;0
11929;;;;;;;;;;;;;Nort-sur-Erdre;;;;0
11930;07/01/1882;Arçais;forgeron;1902;;;;3 Régiment d'infanterie coloniale;Ville-sur-Tourbe;Marne;33;Bouaye;Bouguenais;Croix-de-Fer;Soldat;Nécropole Nationale Pont-de-Marson - Minaucourt le Mesnil les Hurlus - Tombe 7575;0
11931;29/02/1892;Nantes;;;;;;73 Régiment d'artillerie lourde;La Panne - Ambulance Océane;Belgique;25;;Nantes;;Brigadier;;1
11932;01/04/1895;Pontchâteau;chaudronnier;1915;2110;;;411 Régiment d'infanterie;Salvange - Ambulance 5/55 - Commune de Rarécourt;Meuse;21;Pontchâteau;Pontchâteau;La Fenêtre;Soldat;Nécropole Nationale Les Islesttes - Tombe 257;1
11933;11/02/1890;Pontchâteau;cultivateur;1910;1853;;;65 Régiment d'infanterie;Fère-Champenoise, La;Marne;24;Pontchâteau;Pontchâteau;Beaumard;Soldat;Cimetière d'Ecury-le-Repos;1
11934;21/01/1897;Pontchâteau;;1917;2878;;;344 Régiment d'infanterie;Montbéliard - Hôpital;Doubs;22;Pontchâteau;Pontchâteau;Beaumard;Soldat;Carré Militaire Montbéliard - Tombe 50;1
11935;29/07/1894;Pontchâteau;;1914;2975;;;153 Régiment d'infanterie;Frévin Capelle;Pas-de-Calais;20;Pontchâteau;Pontchâteau;;Soldat;;1
11936;08/10/1887;Nort-sur-Erdre;;;;;;264 Régiment d'infanterie;Estrées;Somme;28;;Nort-sur-Erdre;;Soldat;;1
11937;;;;;;;;;;;;Saint-Philbert-de-Grand-Lieu;Limouzinière, La;;;;0
11938;04/07/1896;Vigneux-de-Bretagne;;;;;;61 Bataillon de tirailleurs sénégalais;Mesgrigny;Aube;22;;Vigneux-de-Bretagne;;Lieutenant;Nécropole Nationale Fere Champenoise;1
11939;19/09/1888;Nantes;;;;;;93 Régiment d'infanterie;La Fère Champenoise;Marne;25;;Nantes;;Sergent;;1
11940;18/10/1897;Blain;;;;;;152 Régiment d'infanterie;Combats de Courchamps;Aisne;20;;Blain;;Soldat;;1
11941;25/11/1883;Fay-de-Bretagne;;1903;2363;;;98 Régiment d'infanterie;Couvrelles;Aisne;34;Blain;Fay-de-Bretagne;;Soldat;Nécropole Nationale Braine;1
11942;01/07/1888;Nantes;;;;;;118 Régiment d'infanterie;Maissin;Belgique;26;;Nantes;;Soldat;;1
11943;15/11/1885;Avessac;;1905;;;;270 Régiment d'infanterie;Bellacourt;Pas-de-Calais;28;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
11944;22/04/1881;Saint-Brévin-les-Pins;;1901;925;;;65 Régiment d'infanterie;Boisselle, La;Somme;33;Paimboeuf;Corsept;;Soldat;;1
11945;05/10/1894;Plaine-sur-Mer, La;;1914;753;;;106 Régiment d'infanterie;Marcelcave - Hôpital Evacuation n°13;Somme;22;Pornic;Plaine-sur-Mer, La;;Soldat;Nécropole Nationale Les Buttes - Marcelcave;1
11946;05/10/1894;Plaine-sur-Mer, La;;1914;753;;;106 Régiment d'infanterie;Marcelcave - Hôpital d'Evacuation n°13;Somme;22;Pornic;Saint-Michel-Chef-Chef;;Sous-Lieutenant;Nécropole Nationale Les Buttes - Marcelcave;1
11947;31/12/1893;Saint-Viaud;;1913;3869;;;64 Régiment d'infanterie;Ecury-le-Repos;Marne;20;Saint-Père-en-Retz;Saint-Viaud;;Sergent-Major;;1
11948;28/06/1891;Saint-Viaud;;1911;1666;;;137 Régiment d'infanterie;Lassigny;Oise;23;Saint-Père-en-Retz;Saint-Viaud;;Soldat;;1
11949;10/10/1893;Nantes;;;;;;87 Régiment d'infanterie;Berny sous Noye - Ambulance 3/2;Somme;24;;Nantes;;Lieutenant;Cimetière de la Miséricorde - Nantes;0
11950;28/01/1886;Legé;;;;;;264 Régiment d'infanterie;Saint Pierre les Bitry;Oise;28;;Vertou;;Soldat;;1
11951;20/10/1888;Malestroit;;;;;;41 Régiment d'infanterie;Vassognes;Aisne;25;;Nantes;;Soldat;;0
11952;31/08/1885;Nantes;;;;;;242 Régiment d'artillerie;Salonique - Hôpital Temporaire n°7;Grèce;31;;Nantes;;Canonnier Servant ;;0
11953;18/04/1884;Angoulême;;;;;;91 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;30;;Nantes;;Soldat;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
11954;;;;;;;;;;;;;Nantes;;;;1
11955;08/03/1886;Saint-Colombin;cultivateur;1906;476;;;264 Régiment d'infanterie;Villers-Cotterêts - Hôpital Temporaire n°22;Aisne;29;Loroux-Bottereau, Le;Landreau, Le;Bas-Briacé;Soldat;Nécropole Nationale de Villers-Cotterêts, Tombe 1865;1
11956;22/07/1881;Turballe, La;instituteur;1901;1494;oui;1904;65 Régiment d'infanterie;Fricourt;Somme;33;Guérande;Guérande;;Adjudant;;1
11957;17/12/1888;Port-Saint-Père;;1908;1389;;;93 Régiment d'infanterie;Maissin;Belgique;25;Pellerin, le;Port-Saint-Père;;Soldat;;1
11958;17/03/1887;Port-Saint-Père;;1907;1748;;;251 Régiment d'infanterie;Sapigneul;Marne;30;Pellerin, le;Port-Saint-Père;;Soldat;Nécropole Nationale Berry au Bac;1
11959;10/09/1878;Saint-Mars-de-Coutais;;1898;1247;;;328 Régiment d'infanterie;Berny en Santerre;Somme;37;Machecoul;Saint-Mars-de-Coutais;;Soldat;;1
11960;04/10/1896;Sainte-Pazanne;;1916;465;;;9 Régiment mixte de zouaves;Hardecourt au Bois;Somme;19;Pellerin, Le;Sainte-Pazanne;;Soldat;;1
11961;07/04/1896;Touvois;;1916;2681;;;213 Régiment d'artillerie;Cuvilly;Oise;22;Legé;Touvois;;Soldat;Nécropole Nationale Dompierre;1
11962;28/07/1873;Bourgneuf-en-Retz;;1893;3105;;;291 Régiment d'infanterie territoriale;Epernay;Marne;42;Bourgneuf-en-Retz;Bourgneuf-en-Retz;;Soldat;Nécropole Nationale La Ferme de Suippes - Suippes;1
11963;27/08/1881;Bourgneuf-en-Retz;laboureur;1901;669;;;265 Régiment d'infanterie;Moulin-sous-Touvent;Oise;33;Saint-Etienne-de-Montluc;Couëron;;Soldat;;1
11965;12/05/1898;Vertou;;;;;;130 Régiment d'infanterie;Toulouse ;Haute-Garonne;19;;Nantes;;Soldat;Ossuaire National Crypte de Salonique - Toulouse;1
11966;18/04/1882;Saint-Etienne-du-Bois;;1902;;;;93 Régiment d'infanterie;Pargny Filain;Aisne;36;Legé;Legé;;Soldat;;0
11967;11/12/1896;Guenrouët;;1916;1210;;;330 Régiment d'artillerie;Sommerance;Ardennes;21;Saint-Gildas-des-Bois;Guenrouët;;Canonnier Chauffeur;Nécropole Nationale Orfeuil - Semide Orfeuil;1
11968;13/05/1890;Campbon;;;2240;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;25;Savenay;Campbon;La Maison sèche;Caporal;;1
11969;08/02/1883;Blain;cultivateur;1903;2439;;;265 Régiment d'infanterie;La Chesnoye;Oise;32;Savenay;Malville;;Soldat;Carré Communal Cuise la Motte;1
11970;05/08/1884;Pontchâteau;;1904;890;;;65 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;31;Pontchâteau;Pontchâteau;;;;1
11971;;;;;;;;;;;;;Héric;;;;0
11972;;;;;;;;;;;;;Nantes;;;;1
11973;18/05/1883;Vay;;1903;783;;;7 Régiment d'infanterie;Hourges - Hangard;Somme;34;Nozay;Vay;;Sergent;;1
11974;09/06/1884;Saint-Herblain;;;;;;2 Régiment d'infanterie coloniale;Troyes - Hôpital Temporaire n°1;Aube;30;;Saint-Herblain;;Soldat;Nécropole Nationale La Ferme de Suippes - Suippes;1
11975;31/05/1880;Saint-Julien-de-Concelles;cultivateur;1900;1561;;;64 Régiment d'infanterie;Warloy-Baillon;Somme;35;Loroux-Bottereau, Le;Saint-Julien-de-Concelles;Le Chaussy;Soldat;;1
11976;03/11/1895;Vay;;1915;975;;;270 Régiment d'infanterie;Verdun - Glorieux;Meuse;20;Nozay;Vay;;Soldat;Nécropole Nationale Glorieux - Verdun;1
11977;20/08/1894;Barbechat;cultivateur;1914;1594;;;10 Bataillon de chasseurs à pied;Paris - Hôpital du Val de Grâce;Seine;20;Loroux-Bottereau, Le;Barbechat;;Soldat;Carré Militaire Ivry-sur-Seine;1
11978;20/11/1890;Blain;;;;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;24;;Blain;;Soldat;;1
11979;21/08/1896;Bouvron;;1916;756;;;7 Régiment d'infanterie coloniale;Vauxaillon;Aisne;20;Blain;Bouvron;;Soldat;;1
11980;07/11/1885;Derval;;1905;1624;;;39 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;29;Derval;Derval;;Soldat;;1
11981;28/07/1894;Guenrouët;;1914;2843;;;153 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;20;Saint-Gildas-des-Bois;Guenrouët;;Soldat;;1
11982;01/02/1893;Guenrouët;;1913;1863;;;135 Régiment d'infanterie;Bièvre;Belgique;21;Saint-Gildas-des-Bois;Guenrouët;;Soldat;;1
11983;19/03/1887;Guenrouët;;1907;3153;;;270 Régiment d'infanterie;La Harazée;Marne;28;Saint-Gildas-des-Bois;Guenrouët;;Soldat;Nécropole Nationale Saint Thomas en Argonne;1
11984;27/02/1886;Héric;cultivateur;;523;;;264 Régiment d'infanterie;Quennevières;Oise;29;Nort-sur-Erdre;Héric;;Soldat;;1
11985;07/09/1890;Puceul;;;;;;116 Régiment d'infanterie;Saint Hilaire le Grand;Marne;23;;Chevallerais, La;;Soldat;;1
11986;08/06/1890;Croisic, Le;;1910;3384;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;24;Croisic, Le;Croisic, Le;;Soldat;Nécropole Nationale Notre Dame de Lorette - Ablain Saint Nazaire;1
11987;12/08/1881;Puceul;;1901;1078;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;34;Blain;Gâvre, Le;;Soldat;;1
11988;20/05/1889;Gâvre, Le;;1909;1698;;;116 Régiment d'infanterie;La Souterraine - Hôpital;Creuse;25;Blain;Gâvre, Le;;Soldat;Carré Militaire La Souterraine;1
11990;18/06/1886;Nantes;;;;;;265 Régiment d'infanterie;Saint Pierre les Bitry;Oise;28;;Nantes;;Soldat;Cimetière de la Miséricorde - Nantes;0
11991;08/01/1883;Blain;;;;;;265 Régiment d'infanterie;La Chesnoye;Aisne;32;;Nantes;;Soldat;;1
11992;02/08/1888;Vertou;;;;;;65 Régiment d'infanterie;Fricourt;Somme;26;;Nantes;;Soldat;;1
11993;21/08/1872;Sainte-Marie-sur-Mer;;;;;;81 Régiment d'infanterie territoriale;Nantes - Hôpital Broussais;Loire Inférieure;42;;Pornic;;Sapeur  ;;1
11994;25/11/1881;Autun;;;;;;126 Brigade d'Infanterie - Etat Major;Fontenoy;Aisne;32;;Nantes;;Capitaine;Carré Militaire Nantes la Bouteillerie;1
11995;;;;;;;;;;;;;Nantes;;;;0
11996;01/12/1892;Herbignac;;;;;;65 Régiment d'infanterie;La Marfée;Ardennes;21;;Saint-Nazaire;;;Cimetière Civil Toutes Aides - Saint Nazaire;0
11997;;;;;;;;;;;;;Nantes;;;;0
11998;23/03/1886;Les Alleuds;;;;;;265 Régiment d'infanterie;Villers-Cotterêts;Aisne;29;;Nantes;;Sergent;Nécropole Nationale Villers Cotterets;0
11999;09/05/1896;Montoir-de-Bretagne;;;;;;Régiment d'infanterie coloniale du Maroc;Verdun - Région de Fleury;Meuse;20;;Trignac;;Soldat;;1
12000;;;;;;;;;;;;Saint-Mars-la-Jaille;Vritz;;Soldat;;1
12001;;;;;;;;;;;;;Nantes;;;;0
12002;08/06/1880;Nantes;;;;;;215 Régiment d'infanterie;Au sud du Fort de Vaux;Meuse;36;;Nantes;;Caporal;;1
12003;;;;;;;;;;;;;Nantes;;;;0
12004;27/04/1892;Audierne;;;;;;116 Régiment d'infanterie;Bras - Combats de Verdun;Meuse;23;;Nantes;;Caporal;;1
12005;29/01/1890;Saint-Lumine-de-Coutais;forgeron;1910;1367;;;16 Régiment de dragons;Paris - Hôpital Temporaire du Collège Raptal;Seine;38;Saint-Philbert-de-Grand-Lieu;Saint-Lumine-de-Coutais;Bourg;Soldat;;1
12006;15/08/1895;Saint-Jean-de-Boiseau;;;;;;411 Régiment d'infanterie;Samogneux;Meuse;22;;Pellerin, Le;;Caporal;;1
12007;27/11/1882;Saint-Lyphard;;;;;;41 Régiment d'infanterie;Neuville Saint Vitasse;Pas-de-Calais;31;;Trignac;;Soldat;;1
12008;02/02/1890;Montoir-de-Bretagne;;;;;;156 Régiment d'infanterie;Troyes - hospice Mixte Sainte Paveux;Aube;25;;Trignac;;Soldat;Nécropole Nationale La Ferme de Suippes - Suippes;1
12009;30/10/1873;Paris;;;;;;16 Bataillon de chasseurs à pied;Saint Benoit;Meuse;40;;Nantes;;Soldat;;0
12010;21/03/1888;Erbray;;;;;;116 Régiment d'infanterie;Lenharée;Marne;26;;Saint-Aubin-des-Châteaux;;Canonnier Servant ;;1
12011;27/10/1885;Guémené-Penfao;;;;;;7 Régiment d'infanterie;Parcy et Tigny;Aisne;32;;Guémené-Penfao;;Soldat;;1
12012;20/02/1878;Guémené-Penfao;;;;;;65 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;37;;Guémené-Penfao;;Soldat;;1
12013;16/09/1885;Nantes;;;;;;2 Régiment d'infanterie coloniale;Sous Secteur de Louvrechy;Somme;32;;Nantes;;Adjudant-Chef;;1
12014;15/08/1891;Inzinzac;;;;;;137 Régiment d'infanterie;Lassigny - Ferme de la Signie;Somme;23;;Indre;;Soldat;Nécropole Nationale Albert;0
12015;28/11/1891;Teillé;;1911;92;;;137 Régiment d'infanterie;Maissin;Belgique;22;Riaillé;Teillé;;Caporal;;1
12016;13/11/1882;Teillé;meunier;1902;44;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;32;Riaillé;Riaillé;;Soldat;;1
12017;12/03/1898;Grandchamp-des-Fontaines;;1918;1167;;;26 Régiment d'infanterie;Ambleny;Aisne;20;Carquefou;Carquefou;;Soldat;;1
12018;15/07/1871;Ruffiac;;;;;;108 Régiment d'infanterie territoriale;Nantes;Loire Inférieure;45;;Nantes;;Soldat;Carré Militaire Nantes la Bouteillerie;0
12019;1883;;;;;;;64 Régiment d'infanterie;Nort sur Erdre;Loire Inférieure;31;;Nort-sur-Erdre;;Soldat;;0
12020;;;;;;;;;;;;;Saint-Nazaire;;Sapeur-Mineur;;1
12021;27/01/1882;Nantes;comptable;1902;746;;;65 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;33;Nantes;Nantes;;Sous-Lieutenant;Nécropole Nationale La Crouée - Souain-Perthes-les-Hurlus - Carré 3E, tombe 1475;1
12022;03/12/1888;Pornic;;;;;;235 Régiment d'artillerie;Gernicourt;Aisne;28;;Nantes;;Soldat;;1
12024;;;;;;;;;;;;;Herbignac;;;;0
12025;06/06/1894;Clion, Le;;1914;3846;;;153 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;20;Saint-Nazaire;Pornichet;;Sergent  ;;1
12026;22/04/1894;Rouans;;1914;1532;;;19 Régiment d'infanterie;Vaux - Combats de Verdun;Meuse;22;Pellerin, Le;Rouans;;Soldat;;1
12027;29/09/1888;Rouans;;1908;1646;;;137 Régiment d'infanterie;Hébuterne;Pas-de-Calais;26;Pellerin, Le;Rouans;;Soldat;;1
12028;14/02/1887;Herbignac;;1907;2376;;;109 Régiment d'infanterie;Combats de souchez - Givenchy;Pas-de-Calais;28;Herbignac;Herbignac;;Soldat;;1
12029;31/03/1884;Herbignac;;1904;773;;;11 Régiment d'infanterie;Thiaumont - Combats de Verdun;Meuse;32;Herbignac;Herbignac;;Soldat;;1
12030;27/04/1893;Herbignac;;1913;2280;;;135 Régiment d'infanterie;Amiens - Hôpital de la Sainte Famille;Somme;21;Herbignac;Herbignac;;Soldat;Nécropole Nationale Saint Acheul - Amiens;1
12031;;;;;;;;Troupes Coloniales;;;;;Saint-Nazaire;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;0
12032;27/09/1884;Fresnay-en-Retz;;;;;;65 Régiment d'infanterie;Fricourt;Marne;30;;Pellerin, Le;;Soldat;;1
12033;03/06/1884;Saint-Herblon;;1904;7;;;264 Régiment d'infanterie;Moulin sous Touvent;Oise;30;Ancenis;Roche-Blanche, La;;Soldat;;1
12034;22/05/1887;Mésanger;;1907;246;;;264 Régiment d'infanterie;Quennevières;Oise;28;Ancenis;Roche-Blanche, La;;Soldat;;1
12035;28/03/1885;Saint-Mars-du-Désert;cultivateur;;565;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;30;Nort-sur-Erdre;Saint-Mars-du-Désert;;Soldat;;1
12036;28/03/1885;Saint-Mars-du-Désert;;;;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;30;;Saint-Mars-du-Désert;;Sapeur;;0
12037;02/08/1894;Nantes;;;;;;65 Régiment d'infanterie;Thiaumont;Meuse;21;;Nantes;;Soldat;;1
12038;;;;;;;;;;;;;Nantes;;;;1
12039;14/01/1893;Saint-Viaud;;1913;3871;;;137 Régiment d'infanterie;Angers ;Maine-et-Loire;22;Saint-Père-en-Retz;Saint-Viaud;;Soldat;;1
12040;15/11/1895;Pontchâteau;cultivateur;1915;2112;;;111 régiment d'infanterie;Lorient;Morbihan;21;Pontchâteau;Pontchâteau;;Soldat;;1
12041;05/11/1885;Nantes;;;;;;251 Régiment d'infanterie;Cumières;Meuse;30;;Nantes;;Soldat;;1
12042;17/02/1881;Landreau, Le;cultivateur;1901;1039;;;264 Régiment d'infanterie;Boisselle, La;Somme;33;Loroux-Bottereau, Le;Landreau, Le;Blissière;Caporal;;1
12043;23/06/1880;Maumusson;;;;;;124 Régiment d'infanterie;Perthes-les-Hurlus;Marne;34;;Nantes;;Soldat;;0
12044;27/03/1896;Soudan;cultivateur;;60;;;206 Régiment d'infanterie;Eperon-de-Beaulne;Aisne;21;Châteaubriant;Soudan;la Chèvre;Soldat;;1
12045;26/06/1893;Nantes;;;;;;135 Régiment d'infanterie;Bièvre;Belgique;21;;Nantes;;Soldat;;1
12046;04/09/1895;Nantes;;;;;;62 Régiment d'infanterie;Au Chemin des Dames;Aisne;22;;Nantes;;Soldat;;1
12048;11/06/1893;Rougé;;;;;;270 Régiment d'infanterie;Bouy - Hôpital Evacuation n°1;Marne;23;;Rougé;;Soldat;;1
12049;01/07/1887;Nantes;;;;;;265 Régiment d'infanterie;Saint Soupplet;Seine-et-Marne;27;;Nantes;;Soldat;;1
12050;13/12/1893;Saint-Joachim;;1913;1994;;;Croiseur Auxiliaire Champagne;Arkhangelsk;Russie;22;Pontchâteau;Saint-Joachim;;Canonnier Servant ;;1
12051;29/12/1884;Crossac;;1904;3615;;;81 Régiment d'artillerie lourde;La Malmaison;Aisne;32;Pontchâteau;Crossac;;Canonnier Servant ;;1
12052;30/11/1891;Donges;;1911;2757;;;35 Régiment d'artillerie;Albert;Somme;23;Saint-Nazaire;Donges;;Canonnier Servant ;Nécropole Nationale Maurepas;1
12053;13/01/1886;Herbignac;;1906;2879;;;265 Régiment d'infanterie;Pierrefonds - Hôpital d'Evacuation n°7;Oise;28;Guérande;Baule-Escoublac, La;;Caporal;Carré Communal Pierrefonds;1
12054;27/07/1892;Paimboeuf;;1912;734;;;96 Régiment d'infanterie;Mort-Homme - Combats de Verdun;Meuse;25;Paimboeuf;Paimboeuf;;Caporal;Nécropole Nationale Esnes en Argonne;1
12056;16/05/1881;Saint-Joachim;;1901;2307;;;3 Régiment du génie;Dugny - Ambulance n°5/3;Meuse;35;Pontchâteau;Saint-Joachim;;Maitre-pointeur;;1
12057;16/12/1888;Saint-Joachim;;1908;2835;;;65 Régiment d'infanterie;Fricourt;Somme;25;Pontchâteau;Saint-Joachim;;Matelot ;;1
12058;08/09/1895;Herbignac;;;;;;57 Régiment d'infanterie coloniale;Sedd-ul-Bahr;Turquie;20;;Sainte-Reine-de-Bretagne;;;;1
12059;;;;;;;;;;;;Savenay;Prinquiau;;Soldat;;0
12061;04/05/1895;Aigrefeuille-sur-Maine;;1915;1454;;;132 Régiment d'infanterie;Mourmelon le Grand;Marne;21;Saint-Mars-la-Jaille;Saint-Sulpice-des-Landes;;Soldat;;1
12062;20/07/1893;Saint-Joachim;;1913;1991;;;259 Régiment d'infanterie;Nizy le Comte;Aisne;25;Pontchâteau;Saint-Joachim;;Soldat;Nécropole Nationale Pontavert;1
12063;29/12/1884;Crossac;;1904;3615;;;81 Régiment d'artillerie lourde;La Malmaison - 200 mètre de Jouy;Aisne;32;Pontchâteau;Saint-Joachim;;Soldat;;1
12064;03/11/1882;Saint-Joachim;;1902;3335;;;8 Bataillon de chasseurs à pied;Vouziers - Ambulance n°3/54;Ardennes;36;Pontchâteau;Saint-Joachim;;Soldat;;1
12065;01/03/1891;Montoir-de-Bretagne;;;;;;28 Régiment d'artillerie;La Fère Champenoise;Marne;23;;Saint-Malo-de-Guersac;;Soldat;Nécropole Nationale Fere Champenoise;1
12066;28/09/1898;Sainte-Reine-de-Bretagne;;;;;;93 Régiment d'infanterie;Vitry le François - Hôpital Mixte;Marne;19;;Sainte-Reine-de-Bretagne;;Soldat;;1
12067;12/07/1887;Sainte-Reine-de-Bretagne;;;;;;91 Régiment d'infanterie;Beauséjour;Marne;28;;Sainte-Reine-de-Bretagne;;Soldat;;1
12068;13/12/1884;Herbignac;;;;;;8 Régiment de cuirassiers;Rastall-Lazarett;Allemagne;33;;Sainte-Reine-de-Bretagne;;Soldat;Nécropole Nationale Prisonniers de Guerre 1914-1918 - Sarrebourg;1
12069;30/09/1881;Sainte-Reine-de-Bretagne;;;;;;114 Régiment d'infanterie;Loos;Pas-de-Calais;34;;Sainte-Reine-de-Bretagne;;Soldat;;1
12071;30/12/1881;Savenay;;;;;;77 Régiment d'infanterie;entre Souchez et Neuville-Saint-Vaast;Pas-de-Calais;33;;Savenay;;Soldat;;1
12072;23/09/1886;Montoir-de-Bretagne;;;;;;270 Régiment d'infanterie;Zerbst ;Allemagne;29;;Trignac;;Soldat;;1
12073;12/12/1893;Herbignac ;;1913;2282;;;135 Régiment d'infanterie;Combats de Faux;Ardennes;20;Herbignac;Assérac;;Soldat;;1
12074;25/10/1893;Besné;;1913;1993;;;135 Régiment d'infanterie;Prosnes;Marne;20;Pontchâteau;Besné;;Soldat;;1
12075;25/03/1897;Crossac;;1917;2881;;;4 Régiment mixte de zouaves;Couchy-les-Pots;Oise;21;Pontchâteau;Crossac;;Soldat;Nécropole Nationale Vignemont;1
12076;27/05/1892;Crossac;;1912;1630;;;93 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;23;Pontchâteau;Crossac;;Soldat;Nécropole Nationale Saint-Thomas en Argonne;1
